65,-85629,5803,289
353,61816,5509,247
464,131778,4419,121
310,46624,4259,171
288,35222,4181,33
79,-78818,3485,382
195,-20275,3000,251
434,103672,2753,170
24,-120674,1960,194
458,125007,937,92
416,94583,378,298
401,84694,230,220
15,-129848,-72,210
445,109815,-474,72
54,-93332,-754,322
104,-62900,-1152,393
460,128096,-1222,67
130,-45400,-1310,192
249,18515,-1454,60
224,254,-1483,53
475,161600,-1523,0
53,-93350,-1866,301
380,72550,-2154,221
114,-52257,-2366,406
19,-125353,-3505,217
160,-33999,-3610,223
236,8627,-3700,90
30,-115480,-4816,107
223,-508,-4818,72
452,115226,-4821,126
462,130476,-5620,100
17,-127684,-5680,234
420,95450,-6281,313
77,-79712,-6511,493
396,79458,-6515,241
300,41380,-6899,270
469,145757,-7492,8
112,-54591,-7906,351
20,-124685,-7968,100
144,-41642,-8010,200
92,-69838,-8859,415
370,67298,-8888,343
358,62727,-8938,287
22,-123184,-9111,79
216,-8127,-9261,68
122,-49277,-10175,221
246,13971,-10362,71
32,-113301,-10418,230
38,-108729,-10503,300
99,-66815,-11118,405
227,1778,-11490,73
440,106209,-11660,186
14,-136211,-12166,255
457,122236,-12467,82
470,146655,-13031,6
387,76497,-13226,269
327,52863,-13481,171
21,-124038,-13542,120
25,-119464,-13635,133
39,-108027,-13852,278
422,97099,-14039,132
52,-93540,-14096,324
147,-40170,-15803,143
190,-22628,-15895,82
449,113152,-15982,170
408,87981,-16404,218
12,-143939,-16435,228
306,46026,-16873,209
454,116224,-17036,184
442,107070,-17206,190
41,-104273,-17256,371
473,154392,-17287,5
154,-37133,-18047,142
277,32301,-18075,129
474,160524,-18238,29
71,-83690,-18690,585
377,71226,-18851,254
125,-47061,-19089,198
237,9412,-19266,140
86,-74547,-19922,390
285,34603,-20286,262
262,25443,-20332,185
27,-117307,-20351,214
455,120891,-21392,10
109,-59304,-22317,174
282,33088,-22518,149
213,-8908,-22603,141
33,-111242,-22691,290
389,77388,-23223,348
476,172891,-23457,15
18,-126536,-23500,110
8,-148708,-24105,190
76,-80712,-24291,407
97,-67728,-24452,283
444,109500,-24948,190
198,-19610,-25914,94
419,95768,-26294,94
149,-39481,-26928,97
159,-34132,-26960,145
205,-15792,-27037,118
50,-94512,-27426,432
379,72860,-27727,285
241,12486,-29268,148
6,-153432,-29548,263
193,-21153,-30356,123
407,88193,-30859,276
63,-87683,-30866,154
13,-140463,-30977,151
108,-60921,-31197,121
461,131057,-32302,16
29,-116780,-32596,334
245,14022,-32601,62
344,59158,-33438,452
16,-128276,-33474,210
281,33150,-33638,345
425,98187,-34040,129
48,-96147,-34073,383
392,78296,-34332,283
293,39277,-34713,346
31,-114528,-34864,371
37,-109172,-34963,394
11,-145922,-35296,149
123,-48722,-35756,119
239,10969,-35943,179
36,-109192,-36075,394
463,132684,-36715,39
153,-38015,-36945,121
126,-46443,-37998,141
81,-78609,-38776,264
317,47728,-39100,359
448,113592,-39330,96
1,-159812,-39393,215
44,-101596,-39544,323
391,78368,-39891,261
436,105188,-40595,65
51,-93956,-40780,415
465,138143,-41041,40
118,-50299,-41303,135
3,-158368,-42768,271
47,-97055,-42955,297
95,-68707,-43345,131
456,122870,-43597,99
101,-64887,-44499,104
459,126724,-44629,36
466,142077,-45399,18
7,-153090,-46242,149
9,-148491,-46357,187
176,-27345,-47010,37
75,-81792,-47630,268
221,-2045,-48184,34
397,81551,-48745,257
220,-2812,-49296,20
451,114546,-49321,131
467,143715,-49810,30
96,-68015,-50025,165
143,-41935,-50262,52
68,-84906,-50923,213
226,1790,-51520,78
468,145302,-51996,20
350,61646,-52317,503
82,-78030,-53240,180
435,105420,-53936,58
320,49386,-54654,278
49,-95716,-55210,255
139,-42749,-56929,55
280,33278,-56988,402
260,24830,-57029,354
208,-13567,-57065,30
115,-51974,-57968,99
383,74004,-58851,164
183,-25096,-59252,17
121,-49688,-60211,47
471,150921,-61870,55
67,-85061,-62042,214
4,-156586,-62838,166
74,-82771,-63186,220
10,-146620,-64200,220
62,-88936,-64210,214
385,75610,-64391,196
45,-101256,-65129,338
191,-22047,-65935,13
103,-63599,-67865,45
2,-159806,-68316,167
316,47974,-70233,312
290,36429,-70314,444
182,-25141,-70371,0
215,-8209,-70417,98
94,-69022,-71142,51
361,64917,-71188,240
110,-59026,-72360,98
131,-45168,-72479,43
330,54930,-73510,227
315,48000,-73569,308
283,34145,-74775,441
142,-42112,-75836,65
64,-86804,-76474,83
325,51878,-76873,208
299,41878,-79174,278
61,-89164,-79776,99
116,-51393,-80213,39
73,-83783,-80965,114
204,-15935,-81522,58
89,-73017,-83327,57
336,56563,-83503,90
57,-93102,-85277,82
80,-79258,-88810,33
165,-32168,-89241,108
357,63585,-91218,16
102,-63854,-92327,78
347,61279,-92353,74
87,-73962,-97772,98
367,67556,-101183,0
366,67605,-105630,0
363,66081,-107871,1
356,63769,-109008,0

